"","id","host_id","host_acceptance_rate","host_listings_count","host_verifications","accommodates","bathrooms","beds","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_l30d","first_review","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","p_host_acceptance_rate","n_days_since","flag_days_since","flag_reviews_per_month","flag_number_of_reviews","flag_review_scores_rating","f_neighbourhood_cleansed","f_property_type","price_daily","ln_price","accommodates2","ln_review_scores_rating","n_days_since2","n_days_since3","n_accommodates2","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","f_bathroom","f_number_of_reviews","f_minimum_nights","tv","heating","wifi","coffee_maker","AC","refrigerator","microwave","hot_water","long_term_stay"
"323",1536593,8194094,33,1,"['email', 'phone']",2,1,1,3,1125,"1",20,44,74,74,"2022-12-30",11,0,"2019-10-11",4.82,"0",1,0.28,33,1176,0,0,0,0,"Nrrebro","Entire Unit",140,4.9416424226093,4,1.57277392806251,1382976,1626379776,4,"0","1","1","1","1","3",0,1,1,1,0,1,0,1,1
"324",1538345,8202160,24,1,"['email', 'phone', 'work_email']",5,1,2,6,28,"1",3,3,3,3,"2022-12-30",24,0,"2014-07-26",4.78,"0",1,0.23,24,3079,0,0,0,0,"Amager st","Condominium",115,4.74493212836325,25,1.56444054650336,9480241,29189662039,25,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,1
"325",1279893,6964131,100,1,"['email', 'phone']",5,2,2,3,1125,"1",2,2,12,12,"2022-12-30",54,0,"2016-11-20",4.93,"0",1,0.73,100,2231,0,0,0,0,"Amager Vest","Condominium",174,5.15905529921453,25,1.5953389880546,4977361,11104492391,25,"1","1","1","2","2","3",1,0,1,1,0,1,1,1,1
"326",1668377,8832361,88,1,"['email', 'phone']",4,1,4,3,30,"1",0,21,32,111,"2022-12-30",79,1,"2013-11-05",4.92,"0",1,0.71,88,3342,0,0,0,0,"Indre By","Condominium",165,5.10594547390058,16,1.59330853050422,11168964,37326677688,16,"1","1","1","1","2","3",1,0,1,1,0,1,0,1,1
"327",1669801,8841180,83,1,"['email', 'phone']",3,1,1,3,1125,"1",30,60,90,365,"2022-12-30",84,0,"2014-01-04",4.94,"0",1,0.77,83,3282,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",210,5.34710753071747,9,1.59736533119983,10771524,35352141768,9,"1","1","1","1","2","3",1,1,0,1,0,1,1,1,1
"330",1540417,4249684,85,1,"['email', 'phone']",2,1,4,4,1125,"1",0,10,10,19,"2022-12-30",8,0,"2016-12-07",5,"0",1,0.11,85,2214,0,0,0,0,"Nrrebro","Entire Unit",154,5.03695260241363,4,1.6094379124341,4901796,10852576344,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"331",1556320,3911874,83,1,"['email', 'phone']",4,1,3,3,21,"1",24,54,69,260,"2022-12-30",81,0,"2013-08-26",4.87,"0",1,0.71,83,3413,0,0,0,0,"Indre By","Entire Unit",196,5.27811465923052,16,1.5830939370945,11648569,39756565997,16,"0","1","1","1","2","3",1,1,1,0,0,0,0,0,0
"332",1281470,5109712,83,1,"['email', 'phone']",4,1,2,2,14,"1",0,0,0,8,"2022-12-30",53,0,"2014-11-08",4.57,"1",1,0.53,83,2974,0,0,0,0,"sterbro","Entire Unit",112,4.71849887129509,16,1.51951320490611,8844676,26304066424,16,"0","1","1","1","2","2",0,1,1,0,0,1,0,1,0
"333",1558401,8295312,100,1,"['email', 'phone']",4,1,3,4,120,"1",0,0,0,0,"2022-12-30",81,0,"2013-10-28",4.76,"0",1,0.73,100,3350,0,0,0,0,"Indre By","Condominium",238,5.47227067367148,16,1.56024766824333,11222500,37595375000,16,"1","1","1","1","2","3",1,1,1,1,0,1,1,1,1
"334",1560724,1231006,63,1,"['email', 'phone']",2,1,2,3,24,"1",0,2,2,210,"2022-12-30",90,0,"2013-09-05",4.83,"0",1,0.79,63,3403,0,0,0,0,"Frederiksberg","Loft",140,4.9416424226093,4,1.57484646766448,11580409,39408131827,4,"1","1","1","1","2","3",1,0,1,0,0,0,0,1,0
"335",1679778,8886142,52,2,"['email', 'phone']",4,1,5,4,1125,"1",0,0,0,99,"2022-12-30",92,0,"2014-05-12",4.77,"0",1,0.87,52,3154,0,0,0,0,"Frederiksberg","Condominium",154,5.03695260241363,16,1.56234630490025,9947716,31375096264,16,"0","1","1","1","2","3",1,1,1,0,0,1,1,1,1
"337",1679833,8779167,100,1,"['phone']",3,1,5,2,12,"1",0,0,0,0,"2022-12-30",28,0,"2016-07-21",4.52,"0",1,0.36,100,2353,0,0,0,0,"Amager Vest","Entire Unit",129,4.85981240436167,9,1.50851199384414,5536609,13027640977,9,"0","1","1","1","1","2",1,1,1,0,0,0,0,1,0
"339",1567380,8337439,100,1,"['email', 'phone']",4,1,2,5,1125,"1",0,0,0,0,"2022-12-30",11,0,"2016-08-21",5,"1",1,0.14,100,2322,0,0,0,0,"Nrrebro","Loft",378,5.93489419561959,16,1.6094379124341,5391684,12519490248,16,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"340",1577888,8386802,76,1,"['email', 'phone']",2,1,2,2,1125,"1",1,3,3,35,"2022-12-30",188,0,"2013-09-09",4.84,"0",1,1.66,76,3399,0,0,0,0,"Indre By","Entire Unit",124,4.82028156560504,4,1.57691472072854,11553201,39269330199,4,"1","1","1","1","2","2",1,1,1,0,0,1,1,1,1
"341",1282681,6978279,50,1,"['email', 'phone']",4,1.5,2,2,10,"1",0,27,57,57,"2022-12-30",19,0,"2014-06-16",4.68,"0",1,0.18,50,3119,0,0,0,0,"Frederiksberg","Entire Unit",126,4.83628190695148,16,1.54329810992956,9728161,30342134159,16,"0","0","1","1","1","2",1,1,1,0,0,1,0,1,0
"343",1588376,8483631,36,1,"['email', 'phone']",4,1,2,4,18,"1",27,27,27,171,"2022-12-30",8,0,"2013-10-31",4.75,"0",1,0.07,36,3347,0,0,0,0,"Nrrebro","Entire Unit",168,5.12396397940326,16,1.55814461804655,11202409,37494462923,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,0
"344",1714518,8602749,94,4,"['email', 'phone']",3,1,3,2,1125,"1",8,20,33,152,"2022-12-30",368,3,"2013-10-05",4.83,"0",3,3.27,94,3373,0,0,0,0,"Indre By","Entire Unit",139,4.93447393313069,9,1.57484646766448,11377129,38375056117,9,"1","1","1","1","2","2",1,1,1,0,0,0,1,0,1
"345",1282781,2726981,75,1,"['email', 'phone']",4,1,2,1,1125,"1",30,60,90,180,"2022-12-30",43,0,"2015-04-08",4.84,"0",1,0.46,75,2823,0,0,0,0,"Indre By","Entire Unit",522,6.25766758788264,16,1.57691472072854,7969329,22497415767,16,"1","1","1","1","1","1",1,1,0,1,0,1,0,1,1
"346",1717156,1609658,36,1,"['email', 'phone']",2,1,1,7,300,"1",21,51,81,356,"2022-12-30",12,0,"2013-12-01",4.33,"0",1,0.11,36,3316,0,0,0,0,"Frederiksberg","Entire Unit",98,4.58496747867057,4,1.4655675420144,10995856,36462258496,4,"0","0","1","1","1","3",0,1,1,0,0,1,1,1,1
"347",2039980,10464654,0,1,"['email', 'phone', 'work_email']",5,1.5,3,2,1125,"1",0,0,0,120,"2022-12-30",36,0,"2014-05-04",4.81,"0",1,0.34,0,3162,0,0,0,0,"Nrrebro","Entire Unit",168,5.12396397940326,25,1.57069708411767,9998244,31614447528,25,"0","1","1","1","1","2",1,1,1,0,0,0,0,0,1
"348",1283976,6984762,100,1,"['email', 'phone', 'work_email']",6,1,4,2,1125,"1",0,0,0,0,"2022-12-30",70,0,"2013-08-03",4.81,"0",1,0.61,100,3436,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",175,5.16478597392351,36,1.57069708411767,11806096,40565745856,36,"0","1","1","1","2","2",1,1,1,1,0,1,1,1,1
"349",1290470,2889760,0,1,"['email', 'phone']",2,1,1,5,1125,"1",28,58,88,363,"2022-12-30",89,0,"2013-08-13",4.49,"0",1,0.78,0,3426,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",140,4.9416424226093,4,1.50185270175416,11737476,40212592776,4,"0","1","1","1","2","3",1,1,1,0,0,0,0,1,1
"350",2046124,10489746,0,1,"['email', 'phone']",3,1,2,3,1125,"1",0,0,0,0,"2022-12-30",26,0,"2015-03-09",4.88,"0",1,0.27,0,2853,0,0,0,0,"Frederiksberg","Entire Unit",126,4.83628190695148,9,1.58514521986506,8139609,23222304477,9,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"351",1717719,3089855,56,1,"['email', 'phone']",5,2,4,3,365,"1",0,11,26,225,"2022-12-30",32,0,"2015-08-27",4.91,"0",1,0.36,56,2682,0,0,0,0,"Indre By","Entire Unit",378,5.93489419561959,25,1.59127394180643,7193124,19291958568,25,"0","1","1","2","1","3",1,1,1,1,0,1,1,1,1
"352",1291584,5030730,0,1,"['email', 'phone']",4,1,3,2,1125,"1",0,0,0,0,"2022-12-30",36,0,"2014-05-19",4.91,"0",1,0.34,0,3147,0,0,0,0,"Frederiksberg","Condominium",140,4.9416424226093,16,1.59127394180643,9903609,31166657523,16,"0","1","1","1","1","2",1,1,1,0,0,1,1,1,1
"353",1293615,5366856,100,1,"['email', 'phone', 'work_email']",6,1.5,4,4,21,"1",0,0,0,0,"2022-12-30",27,0,"2014-07-15",4.96,"0",1,0.26,100,3090,0,0,0,0,"Nrrebro","Loft",175,5.16478597392351,36,1.60140574073684,9548100,29503629000,36,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,0
"355",2049618,10505352,100,1,"['email', 'phone']",4,1,5,4,12,"1",0,0,0,0,"2022-12-30",28,0,"2015-03-18",4.96,"0",1,0.3,100,2844,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",210,5.34710753071747,16,1.60140574073684,8088336,23003227584,16,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,0
"356",2053949,10521366,39,1,"['email', 'phone']",2,1,1,3,1125,"1",0,24,24,153,"2022-12-30",95,0,"2014-01-14",4.72,"0",1,0.87,39,3272,0,0,0,0,"Frederiksberg","Entire Unit",104,4.64439089914137,4,1.55180879959746,10705984,35029979648,4,"1","1","1","1","2","3",0,1,0,0,0,1,1,1,1
"357",2054312,10522598,50,1,"['email', 'phone']",2,1,3,19,1125,"1",0,0,0,90,"2022-12-30",1,0,"2022-04-21",5,"0",1,0.12,50,253,0,0,0,0,"Frederiksberg","Entire Unit",105,4.65396035015752,4,1.6094379124341,64009,16194277,4,"0","1","1","1","1","3",0,1,1,1,0,1,1,1,1
"358",2062148,10553504,100,1,"['email', 'phone', 'work_email']",6,1.5,5,2,190,"1",0,0,0,94,"2022-12-30",22,0,"2019-11-03",5,"0",1,0.57,100,1153,0,0,0,0,"Nrrebro","Entire Unit",208,5.33753807970132,36,1.6094379124341,1329409,1532808577,36,"1","1","1","1","1","2",1,1,0,1,0,1,0,1,1
"360",1753637,9223937,82,1,"['email', 'phone']",2,1.5,1,3,1125,"1",0,17,27,174,"2022-12-30",262,1,"2013-12-09",4.77,"0",1,2.38,82,3308,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",155,5.04342511691925,4,1.56234630490025,10942864,36198994112,4,"0","1","1","1","2","3",1,1,1,1,0,1,1,1,1
"361",2505649,1964219,26,1,"['email', 'phone', 'work_email']",5,1,4,3,21,"1",14,32,47,224,"2022-12-30",46,0,"2014-05-13",4.98,"0",1,0.44,26,3153,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",238,5.47227067367148,25,1.60542989103656,9941409,31345262577,25,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,0
"362",1771512,9023101,29,1,"['email', 'phone']",4,1,2,2,7,"1",26,56,83,351,"2022-12-30",78,0,"2013-11-05",4.93,"0",1,0.7,29,3342,0,0,0,0,"Frederiksberg","Entire Unit",208,5.33753807970132,16,1.5953389880546,11168964,37326677688,16,"0","1","1","1","2","2",1,1,1,1,0,1,1,1,0
"363",1787198,9379053,57,2,"['email', 'phone']",2,1,2,5,1125,"1",0,0,13,288,"2022-12-30",0,0,"",4.89,"0",1,1,57,869,1,0,1,1,"Nrrebro","Entire Unit",210,5.34710753071747,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",1,0,0,0,0,0,0,0,1
"364",2065830,10567604,100,1,"['email', 'phone']",2,1,2,1,30,"1",11,11,11,11,"2022-12-30",32,2,"2018-04-06",4.77,"0",1,0.55,100,1729,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",84,4.43081679884331,4,1.56234630490025,2989441,5168743489,4,"0","1","1","1","1","1",0,1,1,0,0,1,0,1,1
"365",2078840,10621751,29,1,"['email', 'phone']",4,1,2,5,14,"1",0,0,0,0,"2022-12-30",8,0,"2019-07-11",4.88,"0",1,0.19,29,1268,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",147,4.99043258677874,16,1.58514521986506,1607824,2038720832,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,0
"367",2506318,12828924,24,1,"['email', 'phone']",2,1,1,3,1125,"1",5,5,8,67,"2022-12-30",15,0,"2015-03-18",5,"0",1,0.16,24,2844,0,0,0,0,"Nrrebro","Condominium",139,4.93447393313069,4,1.6094379124341,8088336,23003227584,4,"0","1","1","1","1","3",1,1,0,0,0,1,1,1,1
"370",2095232,10350925,100,1,"['email', 'phone']",2,1,2,6,14,"1",0,0,2,2,"2022-12-30",33,0,"2014-05-24",4.94,"0",1,0.31,100,3142,0,0,0,0,"Amager Vest","Entire Unit",141,4.94875989037817,4,1.59736533119983,9872164,31018339288,4,"0","1","1","1","1","3",1,1,1,0,0,1,0,1,0
"371",1787228,4884184,33,1,"['email', 'phone', 'work_email']",4,1,2,6,14,"1",0,10,10,171,"2022-12-30",34,0,"2013-10-30",4.94,"0",1,0.3,33,3348,0,0,0,0,"Indre By","Entire Unit",252,5.52942908751142,16,1.59736533119983,11209104,37528080192,16,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,0
"372",1800309,4819642,100,2,"['email', 'phone']",3,1.5,2,2,40,"1",8,8,8,8,"2022-12-30",103,0,"2014-01-11",4.82,"0",1,0.94,100,3275,0,0,0,0,"Bispebjerg","Entire Unit",70,4.24849524204936,9,1.57277392806251,10725625,35126421875,9,"1","1","1","1","2","2",0,1,1,0,0,1,0,1,1
"373",2123545,6092845,100,1,"['phone']",3,1,2,3,1125,"1",0,0,0,0,"2022-12-30",32,0,"2014-06-24",4.72,"0",1,0.31,100,3111,0,0,0,0,"Indre By","Entire Unit",210,5.34710753071747,9,1.55180879959746,9678321,30109256631,9,"1","1","1","1","1","3",0,1,1,1,0,1,0,1,1
"374",2511838,12858471,80,2,"['email', 'phone']",4,1,2,1,365,"1",28,58,88,363,"2022-12-30",2,1,"2022-08-22",5,"0",1,0.46,80,130,0,0,0,0,"Frederiksberg","Condominium",350,5.85793315448346,16,1.6094379124341,16900,2197000,16,"0","1","1","1","1","1",1,0,1,0,0,0,0,0,1
"375",2134417,5377288,40,1,"['email', 'phone']",6,1,3,2,1125,"1",0,2,2,85,"2022-12-30",56,1,"2014-04-21",4.91,"0",1,0.53,40,3175,0,0,0,0,"Amager Vest","Condominium",282,5.64190707093811,36,1.59127394180643,10080625,32005984375,36,"0","0","1","1","2","2",1,1,1,0,0,1,0,1,0
"376",1803362,9454465,0,1,"['email', 'phone']",4,2,4,3,1125,"1",0,0,0,86,"2022-12-30",19,0,"2013-12-09",4.79,"0",1,0.17,0,3308,0,0,0,0,"Indre By","Entire Unit",209,5.34233425196481,16,1.56653041142282,10942864,36198994112,16,"0","1","1","2","1","3",1,1,1,1,0,1,0,1,1
"377",1813810,3199161,100,1,"['email', 'phone']",4,1,2,2,1125,"1",0,0,0,0,"2022-12-30",47,0,"2014-07-14",4.96,"0",1,0.46,100,3091,0,0,0,0,"Indre By","Loft",320,5.76832099579377,16,1.60140574073684,9554281,29532282571,16,"0","1","1","1","1","2",1,1,1,0,0,1,0,1,1
"379",2136961,4920670,80,1,"['email', 'phone']",5,1,4,5,1125,"1",0,0,0,0,"2022-12-30",35,0,"2016-05-08",4.91,"0",1,0.43,80,2427,0,0,0,0,"Frederiksberg","Condominium",195,5.27299955856375,25,1.59127394180643,5890329,14295828483,25,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"380",2147342,10961040,83,1,"['email', 'phone']",2,1,2,3,28,"1",0,0,0,0,"2022-12-30",48,0,"2015-07-13",4.88,"0",1,0.53,83,2727,0,0,0,0,"Indre By","Entire Unit",159,5.06890420222023,4,1.58514521986506,7436529,20279414583,4,"1","1","1","1","1","3",1,1,1,0,0,1,0,1,1
"381",2529055,2116141,33,1,"['email', 'phone']",2,1,1,4,10,"1",23,53,83,358,"2022-12-30",22,0,"2014-05-01",4.91,"0",1,0.21,33,3165,0,0,0,0,"Indre By","Entire Unit",468,6.14846829591765,4,1.59127394180643,10017225,31704517125,4,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,0
"382",1834010,9590209,91,1,"['email', 'phone']",2,1,1,3,1125,"1",0,0,0,3,"2022-12-30",93,0,"2014-01-05",4.88,"0",1,0.85,91,3281,0,0,0,0,"Indre By","Entire Unit",134,4.89783979995091,4,1.58514521986506,10764961,35319837041,4,"0","1","1","1","2","3",1,1,1,0,0,1,0,1,1
"383",1839842,8896526,92,2,"['email', 'phone']",2,1,1,4,14,"1",0,0,0,0,"2022-12-30",46,0,"2014-05-05",4.93,"0",1,0.44,92,3161,0,0,0,0,"Nrrebro","Entire Unit",210,5.34710753071747,4,1.5953389880546,9991921,31584462281,4,"1","1","1","1","1","3",1,1,1,0,0,1,0,1,0
"384",2531483,11823479,100,1,"['email', 'phone']",4,1,3,4,1125,"1",0,0,0,0,"2022-12-30",7,0,"2014-07-01",4.57,"0",1,0.07,100,3104,0,0,0,0,"Nrrebro","Entire Unit",224,5.41164605185504,16,1.51951320490611,9634816,29906468864,16,"0","1","1","1","1","3",1,1,1,0,0,1,0,0,1
"385",1843185,9537955,80,2,"['email', 'phone']",2,1,1,2,1125,"1",0,0,0,0,"2022-12-30",70,0,"2014-06-02",4.77,"0",2,0.67,80,3133,0,0,0,0,"Indre By","Entire Unit",140,4.9416424226093,4,1.56234630490025,9815689,30752553637,4,"0","1","1","1","2","2",1,1,1,0,0,1,0,1,1
"386",2541243,13013386,64,1,"['email', 'phone']",3,1,1,2,1125,"1",0,10,10,50,"2022-12-30",49,0,"2014-04-22",4.74,"0",1,0.46,64,3174,0,0,0,0,"sterbro","Entire Unit",82,4.40671924726425,9,1.55603713570699,10074276,31975752024,9,"0","1","1","1","1","2",1,1,1,1,0,1,0,1,1
"387",1848679,9656360,33,1,"['email', 'phone']",2,1,1,3,7,"1",0,0,29,29,"2022-12-30",18,0,"2015-10-02",4.88,"0",1,0.2,33,2646,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",112,4.71849887129509,4,1.58514521986506,7001316,18525482136,4,"0","0","1","1","1","3",0,1,1,0,0,0,0,1,0
"388",2164189,11042814,75,1,"['email', 'phone']",2,2,2,5,1125,"1",28,58,88,363,"2022-12-30",63,0,"2014-03-18",4.73,"0",1,0.59,75,3209,0,0,0,0,"Amager Vest","Condominium",224,5.41164605185504,4,1.55392520250384,10297681,33045258329,4,"1","1","1","2","2","3",1,1,1,0,0,1,1,1,1
"389",2541416,7419030,100,2,"['email', 'phone']",5,1,3,2,28,"1",0,1,1,121,"2022-12-30",182,0,"2014-04-19",4.81,"0",2,1.72,100,3177,0,0,0,0,"Indre By","Entire Unit",329,5.79605775076537,25,1.57069708411767,10093329,32066506233,25,"0","1","1","1","2","2",1,1,1,1,0,0,0,1,1
"390",2184165,10990997,67,1,"['email', 'phone']",5,1,3,2,30,"1",0,0,0,22,"2022-12-30",12,0,"2016-07-14",5,"0",1,0.15,67,2360,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",155,5.04342511691925,25,1.6094379124341,5569600,13144256000,25,"0","1","1","1","1","2",1,1,0,1,0,1,1,1,1
"391",2187272,5069986,67,1,"['email', 'phone']",2,2,1,3,14,"1",0,0,0,0,"2022-12-30",9,0,"2014-03-26",5,"0",1,0.08,67,3201,0,0,0,0,"Nrrebro","Condominium",139,4.93447393313069,4,1.6094379124341,10246401,32798729601,4,"0","1","1","2","1","3",1,1,1,1,0,1,1,1,0
"392",1853736,9677899,41,1,"['email', 'phone']",4,1,2,2,1125,"1",28,58,88,178,"2022-12-30",54,1,"2017-02-12",4.76,"0",1,0.75,41,2147,0,0,0,0,"Amager Vest","Entire Unit",224,5.41164605185504,16,1.56024766824333,4609609,9896830523,16,"0","0","1","1","2","2",1,1,0,1,0,1,1,1,1
"394",2192124,7212033,65,1,"['email', 'phone']",2,1,1,2,7,"1",0,0,0,0,"2022-12-30",72,0,"2014-02-07",4.88,"0",1,0.66,65,3248,0,0,0,0,"Nrrebro","Entire Unit",104,4.64439089914137,4,1.58514521986506,10549504,34264788992,4,"0","1","1","1","2","2",0,1,1,0,0,1,0,1,0
"395",2550559,13057693,79,1,"['email', 'phone']",3,1,2,1,1125,"1",0,8,38,313,"2022-12-30",35,0,"2016-04-23",4.94,"0",1,0.43,79,2442,0,0,0,0,"Nrrebro","Entire Unit",301,5.70711026474888,9,1.59736533119983,5963364,14562534888,9,"0","1","1","1","1","1",1,1,1,0,0,0,0,1,1
"397",1878500,9782320,100,1,"['email', 'phone']",2,1,1,2,1125,"1",0,0,0,0,"2022-12-30",75,0,"2013-12-29",4.65,"1",1,0.68,100,3288,0,0,0,0,"Nrrebro","Entire Unit",98,4.58496747867057,4,1.53686721959926,10810944,35546383872,4,"0","1","1","1","2","2",1,1,1,1,0,1,1,1,1
"398",2561650,13115831,93,1,"['email', 'phone', 'work_email']",2,1,1,3,1125,"1",0,9,9,33,"2022-12-30",101,0,"2014-04-19",4.82,"0",1,0.95,93,3177,0,0,0,0,"Indre By","Entire Unit",101,4.61512051684126,4,1.57277392806251,10093329,32066506233,4,"1","1","1","1","2","3",0,1,1,0,0,1,0,1,1
"399",1878554,9782223,0,1,"['email', 'phone']",6,1,3,7,1125,"1",30,60,90,365,"2022-12-30",9,0,"2013-12-24",4.89,"0",1,0.08,0,3293,0,0,0,0,"sterbro","Entire Unit",280,5.63478960316925,36,1.58719230348678,10843849,35708794757,36,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"400",2205551,11252752,27,1,"['email', 'phone']",2,1.5,1,10,100,"1",14,37,57,272,"2022-12-30",34,0,"2014-03-08",4.87,"0",1,0.32,27,3219,0,0,0,0,"sterbro","Condominium",77,4.34380542185368,4,1.5830939370945,10361961,33355152459,4,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"401",2575269,13187298,80,1,"['email', 'phone', 'work_email']",6,1,3,4,21,"1",1,10,10,10,"2022-12-30",13,0,"2015-02-08",4.92,"0",1,0.14,80,2882,0,0,0,0,"Frederiksberg","Entire Unit",268,5.59098698051086,36,1.59330853050422,8305924,23937672968,36,"0","1","1","1","1","3",1,1,1,1,0,1,1,1,0
"402",2215411,11299468,88,1,"['email', 'phone', 'work_email']",2,1,1,1,365,"1",0,21,44,289,"2022-12-30",16,0,"2022-06-25",4.63,"1",1,2.54,88,188,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",126,4.83628190695148,4,1.53255686809814,35344,6644672,4,"0","1","1","1","1","1",1,1,1,0,0,0,0,1,1
"403",1879472,9718841,0,1,"['email', 'phone']",2,1,3,7,60,"1",30,60,90,90,"2022-12-30",9,0,"2014-11-10",4.25,"0",1,0.09,0,2972,0,0,0,0,"sterbro","Entire Unit",112,4.71849887129509,4,1.44691898293633,8832784,26251034048,4,"0","0","1","1","1","3",1,1,1,0,0,0,0,0,1
"404",2581453,13219432,39,1,"['email', 'phone', 'work_email']",6,1.5,4,3,6,"1",4,7,28,28,"2022-12-30",58,0,"2015-05-19",4.81,"0",1,0.63,39,2782,0,0,0,0,"Nrrebro","Entire Unit",175,5.16478597392351,36,1.57069708411767,7739524,21531355768,36,"1","1","1","1","2","3",1,1,0,1,0,1,1,1,0
"405",1904146,9885074,90,1,"['email', 'phone']",4,1,4,5,1125,"1",0,0,0,0,"2022-12-30",64,0,"2015-01-05",4.88,"0",1,0.66,90,2916,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",182,5.2040066870768,16,1.58514521986506,8503056,24794911296,16,"0","1","1","1","2","3",1,1,1,0,0,1,0,0,1
"406",2218946,4932280,83,1,"['email', 'phone']",3,1,1,2,1125,"1",6,6,6,6,"2022-12-30",43,0,"2014-04-07",4.71,"0",1,0.4,83,3189,0,0,0,0,"Indre By","Entire Unit",77,4.34380542185368,9,1.54968790802833,10169721,32431240269,9,"0","1","1","1","1","2",1,1,1,1,0,1,0,1,1
"407",2584625,13227673,0,1,"['email', 'phone']",4,1,2,4,21,"1",11,22,33,108,"2022-12-30",47,0,"2014-05-29",4.81,"0",1,0.45,0,3137,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",140,4.9416424226093,16,1.57069708411767,9840769,30870492353,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,0
"408",2222260,2412231,56,1,"['email', 'phone']",3,1,1,3,1125,"1",0,0,0,122,"2022-12-30",37,0,"2014-02-08",4.88,"0",1,0.34,56,3247,0,0,0,0,"Indre By","Entire Unit",168,5.12396397940326,9,1.58514521986506,10543009,34233150223,9,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,1
"409",1913908,9927708,67,1,"['email', 'phone']",4,1,3,4,20,"1",0,0,0,0,"2022-12-30",22,0,"2014-07-12",4.53,"0",1,0.21,67,3093,0,0,0,0,"Valby","Entire Unit",70,4.24849524204936,16,1.51072193949494,9566649,29589645357,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,0
"412",2589687,13258665,14,1,"['email', 'phone', 'work_email']",4,1,5,5,18,"1",0,0,0,0,"2022-12-30",31,0,"2014-07-29",4.9,"0",1,0.3,14,3076,0,0,0,0,"Nrrebro","Entire Unit",266,5.5834963087817,16,1.58923520511658,9461776,29104422976,16,"0","1","1","1","1","3",1,1,1,0,0,0,0,0,0
"413",1932789,10004775,46,1,"['email', 'phone']",6,1.5,4,2,1125,"1",13,41,71,346,"2022-12-30",18,0,"2016-10-10",5,"0",1,0.24,46,2272,0,0,0,0,"Amager Vest","Condominium",420,6.04025471127741,36,1.6094379124341,5161984,11728027648,36,"0","0","1","1","1","2",1,1,1,1,0,1,1,1,1
"414",1937747,866951,100,1,"['email', 'phone']",3,1,2,3,1125,"1",0,0,0,0,"2022-12-30",18,0,"2019-04-23",4.65,"0",1,0.4,100,1347,0,0,0,0,"Amager st","Entire Unit",125,4.8283137373023,9,1.53686721959926,1814409,2444008923,9,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"415",2235936,11361062,0,1,"['email', 'phone']",6,1,3,3,1125,"1",0,0,0,0,"2022-12-30",59,0,"2014-03-25",4.88,"0",1,0.55,0,3202,0,0,0,0,"Indre By","Entire Unit",273,5.60947179518496,36,1.58514521986506,10252804,32829478408,36,"0","0","1","1","2","3",1,1,1,0,0,0,0,0,1
"416",2597980,13304172,61,2,"['phone']",3,1,3,4,1125,"1",18,48,78,291,"2022-12-30",104,0,"2014-05-19",4.82,"0",1,0.99,61,3147,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",122,4.80402104473326,9,1.57277392806251,9903609,31166657523,9,"1","1","1","1","2","3",1,1,1,0,0,0,0,0,1
